year,county_name,state_name,NIPR,PCTUI,PCTIC,PCTELIG,PCTLIIC
2022,                                                                      ,Florida                                                               ,184257,11.4,88.6,11.4,88.6
2022,Madison County                                                        ,Florida                                                               ,971,20.5,79.5,5.6,21.9
2022,Flagler County                                                        ,Florida                                                               ,34535,11.2,88.8,11.2,88.8
2022,Polk County                                                           ,Florida                                                               ,107238,21.8,78.2,7.6,27.3
2022,Sarasota County                                                       ,Florida                                                               ,57824,19.5,80.5,10.3,42.3
2022,                                                                      ,Florida                                                               ,7132,24.4,75.6,14.2,44.0
2022,Orange County                                                         ,Florida                                                               ,248467,25.5,74.5,7.3,21.2
2022,                                                                      ,Florida                                                               ,193303,11.4,88.6,11.4,88.6
2022,Seminole County                                                       ,Florida                                                               ,38916,32.2,67.8,8.9,18.7
2022,Wakulla County                                                        ,Florida                                                               ,4397,11.9,88.1,5.4,39.7
2022,Indian River County                                                   ,Florida                                                               ,25789,8.2,91.8,8.2,91.8
2022,Dixie County                                                          ,Florida                                                               ,1781,17.0,83.0,5.4,26.4
2022,DeSoto County                                                         ,Florida                                                               ,10133,31.0,69.0,31.0,69.0
2022,Glades County                                                         ,Florida                                                               ,3785,28.5,71.5,28.5,71.5
2022,Duval County                                                          ,Florida                                                               ,162508,22.9,77.1,13.0,44.0
2022,Monroe County                                                         ,Florida                                                               ,20087,25.8,74.2,8.4,24.3
2022,                                                                      ,Florida                                                               ,2117571,13.0,87.0,13.0,87.0
2022,Palm Beach County                                                     ,Florida                                                               ,272650,32.4,67.6,10.5,22.0
2022,Charlotte County                                                      ,Florida                                                               ,19951,22.4,77.6,9.6,33.3
2022,Jefferson County                                                      ,Florida                                                               ,1622,20.3,79.7,8.6,33.6
2022,Santa Rosa County                                                     ,Florida                                                               ,91672,13.1,86.9,7.4,49.1
2022,Lafayette County                                                      ,Florida                                                               ,2651,18.2,81.8,8.9,40.0
2022,Palm Beach County                                                     ,Florida                                                               ,129391,11.6,88.4,5.1,39.2
2022,Seminole County                                                       ,Florida                                                               ,18051,35.4,64.6,4.3,7.8
2022,Hillsborough County                                                   ,Florida                                                               ,88302,7.3,92.7,1.9,24.4
2022,Escambia County                                                       ,Florida                                                               ,40208,20.4,79.6,9.1,35.4
2022,Citrus County                                                         ,Florida                                                               ,24158,22.0,78.0,14.5,51.4
2022,                                                                      ,Florida                                                               ,335429,23.1,76.9,14.5,48.2
2022,Hernando County                                                       ,Florida                                                               ,21193,27.2,72.8,10.4,27.8
2022,Union County                                                          ,Florida                                                               ,1540,8.3,91.7,8.3,91.7
2022,                                                                      ,Florida                                                               ,362513,32.1,67.9,5.9,12.4
2022,Bay County                                                            ,Florida                                                               ,16684,8.2,91.8,3.4,38.3
2022,Volusia County                                                        ,Florida                                                               ,42463,27.6,72.4,7.4,19.4
2022,Franklin County                                                       ,Florida                                                               ,916,34.1,65.9,10.6,20.5
2022,Pasco County                                                          ,Florida                                                               ,15898,19.3,80.7,3.0,12.8
2022,                                                                      ,Florida                                                               ,11902,26.2,73.8,10.0,28.1
2022,Union County                                                          ,Florida                                                               ,2135,19.2,80.8,7.4,31.0
2022,Hardee County                                                         ,Florida                                                               ,10079,20.3,79.7,20.3,79.7
2022,Polk County                                                           ,Florida                                                               ,178004,26.4,73.6,11.2,31.1
2022,Hamilton County                                                       ,Florida                                                               ,3005,15.3,84.7,15.3,84.7
2022,Miami-Dade County                                                     ,Florida                                                               ,161016,24.0,76.0,7.1,22.6
2022,DeSoto County                                                         ,Florida                                                               ,14639,26.4,73.6,16.0,44.5
2022,Pasco County                                                          ,Florida                                                               ,198178,11.5,88.5,11.5,88.5
2022,Orange County                                                         ,Florida                                                               ,72190,22.0,78.0,7.0,24.9
2022,Charlotte County                                                      ,Florida                                                               ,6871,26.1,73.9,3.9,11.0
2022,Holmes County                                                         ,Florida                                                               ,1341,18.7,81.3,8.6,37.2
2022,Leon County                                                           ,Florida                                                               ,20304,13.5,86.5,7.0,44.8
2022,                                                                      ,Florida                                                               ,227282,22.2,77.8,9.0,31.5
2022,Lee County                                                            ,Florida                                                               ,71069,11.1,88.9,5.5,43.8
2022,St. Lucie County                                                      ,Florida                                                               ,19679,25.2,74.8,5.2,15.4
