year,version,statefips,countyfips,geocat,agecat,racecat,sexcat,iprcat,NIPR,nipr_moe,NUI,nui_moe,NIC,nic_moe,PCTUI,pctui_moe,PCTIC,pctic_moe,PCTELIG,pctelig_moe,PCTLIIC,pctliic_moe,state_name,county_name
2022,        ,12,79,50,1,0,0,5,    4345,     180,     836,     116,    3509,     186, 19.2,  2.6, 80.8,  2.6,  8.9,  1.2, 37.2,  2.0,Florida                                                               ,Madison County                                                        
2022,        ,12,0,40,5,7,1,1,   31222,    2071,    9252,    1411,   21970,    1925, 29.6,  4.1, 70.4,  4.1,  7.2,  1.1, 17.1,  1.5,Florida                                                               ,                                                                      
2022,        ,12,11,50,2,0,1,2,   98175,    3525,   25264,    3137,   72911,    4060, 25.7,  3.1, 74.3,  3.1,  7.8,  1.0, 22.5,  1.3,Florida                                                               ,Broward County                                                        
2022,        ,12,27,50,0,0,1,5,    6594,     326,    1729,     277,    4865,     359, 26.2,  4.0, 73.8,  4.0, 13.1,  2.1, 36.9,  2.7,Florida                                                               ,DeSoto County                                                         
2022,        ,12,19,50,5,0,2,1,   16027,    1000,    2945,     685,   13082,    1050, 18.4,  4.1, 81.6,  4.1,  4.5,  1.1, 20.2,  1.6,Florida                                                               ,Clay County                                                           
2022,        ,12,61,50,1,0,2,5,   17671,     773,    2919,     482,   14752,     807, 16.5,  2.6, 83.5,  2.6,  6.8,  1.1, 34.5,  1.9,Florida                                                               ,Indian River County                                                   
2022,        ,12,109,50,4,0,0,4,   30883,    1667,    2753,     682,   28130,    1652,  8.9,  2.1, 91.1,  2.1,  3.9,  1.0, 39.9,  2.3,Florida                                                               ,St. Johns County                                                      
2022,        ,12,43,50,5,0,0,4,    3764,     116,    1246,     156,    2518,     173, 33.1,  4.1, 66.9,  4.1, 23.4,  2.9, 47.2,  3.2,Florida                                                               ,Glades County                                                         
2022,        ,12,37,50,2,0,0,3,     831,      89,     230,      58,     601,      82, 27.7,  6.2, 72.3,  6.2,  5.9,  1.5, 15.3,  2.1,Florida                                                               ,Franklin County                                                       
2022,        ,12,79,50,5,0,0,3,    2621,     165,     653,     121,    1968,     167, 24.9,  4.3, 75.1,  4.3,  7.2,  1.3, 21.8,  1.9,Florida                                                               ,Madison County                                                        
2022,        ,12,13,50,4,0,0,0,    2778,       0,     259,      69,    2519,      69,  9.3,  2.5, 90.7,  2.5,  9.3,  2.5, 90.7,  2.5,Florida                                                               ,Calhoun County                                                        
2022,        ,12,1,50,3,0,1,4,    9329,     519,    1922,     551,    7407,     682, 20.6,  5.8, 79.4,  5.8,  9.9,  2.8, 38.0,  3.5,Florida                                                               ,Alachua County                                                        
2022,        ,12,1,50,0,0,2,4,   75732,    1519,    8478,    1329,   67254,    1888, 11.2,  1.7, 88.8,  1.7,  7.5,  1.2, 59.8,  1.7,Florida                                                               ,Alachua County                                                        
2022,        ,12,47,50,3,0,2,2,     646,      49,     117,      50,     529,      63, 18.1,  7.6, 81.9,  7.6,  9.8,  4.2, 44.1,  5.3,Florida                                                               ,Hamilton County                                                       
2022,        ,12,81,50,2,0,1,3,    7477,     750,    3071,     658,    4406,     731, 41.1,  7.8, 58.9,  7.8,  4.7,  1.0,  6.8,  1.1,Florida                                                               ,Manatee County                                                        
2022,        ,12,111,50,3,0,0,5,   29228,    1532,    4380,     790,   24848,    1511, 15.0,  2.6, 85.0,  2.6,  6.2,  1.1, 34.9,  2.1,Florida                                                               ,St. Lucie County                                                      
2022,        ,12,31,50,5,0,1,3,   41282,    2456,   12249,    1903,   29033,    2471, 29.7,  4.3, 70.3,  4.3,  4.3,  0.7, 10.2,  0.9,Florida                                                               ,Duval County                                                          
2022,        ,12,35,50,3,0,1,5,    4429,     447,     635,     205,    3794,     436, 14.3,  4.4, 85.7,  4.4,  4.8,  1.5, 28.6,  3.3,Florida                                                               ,Flagler County                                                        
2022,        ,12,123,50,1,0,2,1,    2254,     142,     416,     111,    1838,     151, 18.5,  4.7, 81.5,  4.7,  7.8,  2.1, 34.5,  2.8,Florida                                                               ,Taylor County                                                         
2022,        ,12,49,50,5,0,2,3,    1942,     166,     517,     126,    1425,     166, 26.6,  6.0, 73.4,  6.0,  8.7,  2.1, 24.0,  2.8,Florida                                                               ,Hardee County                                                         
2022,        ,12,19,50,0,0,2,4,   57050,    1333,    6662,    1080,   50388,    1591, 11.7,  1.9, 88.3,  1.9,  7.1,  1.2, 54.0,  1.7,Florida                                                               ,Clay County                                                           
2022,        ,12,77,50,1,0,1,3,     402,      49,     122,      32,     280,      43, 30.3,  6.9, 69.7,  6.9,  6.7,  1.8, 15.5,  2.4,Florida                                                               ,Liberty County                                                        
2022,        ,12,53,50,5,0,2,5,   25437,    1112,    3859,     666,   21578,    1155, 15.2,  2.5, 84.8,  2.5,  7.0,  1.2, 39.3,  2.1,Florida                                                               ,Hernando County                                                       
2022,        ,12,65,50,5,0,0,0,    7364,       0,    1246,     172,    6118,     172, 16.9,  2.3, 83.1,  2.3, 16.9,  2.3, 83.1,  2.3,Florida                                                               ,Jefferson County                                                      
2022,        ,12,9,50,1,0,0,5,  145430,    3235,   23507,    2097,  121923,    3403, 16.2,  1.4, 83.8,  1.4,  6.5,  0.6, 33.7,  0.9,Florida                                                               ,Brevard County                                                        
2022,        ,12,75,50,2,0,0,5,    6752,     339,    1172,     198,    5580,     347, 17.4,  2.8, 82.6,  2.8,  8.1,  1.4, 38.5,  2.4,Florida                                                               ,Levy County                                                           
2022,        ,12,35,50,5,0,0,4,   35946,    1204,    6825,     910,   29121,    1336, 19.0,  2.5, 81.0,  2.5, 10.8,  1.4, 45.9,  2.1,Florida                                                               ,Flagler County                                                        
2022,        ,12,31,50,0,0,1,5,  179999,    4242,   30347,    2876,  149652,    4557, 16.9,  1.6, 83.1,  1.6,  7.4,  0.7, 36.3,  1.1,Florida                                                               ,Duval County                                                          
2022,        ,12,0,40,2,0,2,3,  599086,   11010,  139687,    8466,  459399,   11567, 23.3,  1.3, 76.7,  1.3,  3.9,  0.2, 12.8,  0.3,Florida                                                               ,                                                                      
2022,        ,12,125,50,2,0,0,3,     649,      68,      99,      27,     550,      63, 15.3,  3.9, 84.7,  3.9,  3.3,  0.9, 18.5,  2.1,Florida                                                               ,Union County                                                          
2022,        ,12,7,50,3,0,0,4,    3177,     159,     521,     134,    2656,     186, 16.4,  4.1, 83.6,  4.1, 10.7,  2.8, 54.8,  3.8,Florida                                                               ,Bradford County                                                       
2022,        ,12,0,40,5,5,1,0,  184257,       0,   20985,    2634,  163272,    2634, 11.4,  1.4, 88.6,  1.4, 11.4,  1.4, 88.6,  1.4,Florida                                                               ,                                                                      
2022,        ,12,79,50,3,0,0,3,     971,     104,     199,      68,     772,     105, 20.5,  6.6, 79.5,  6.6,  5.6,  1.9, 21.9,  3.0,Florida                                                               ,Madison County                                                        
2022,        ,12,35,50,1,0,2,0,   34535,       0,    3854,     677,   30681,     677, 11.2,  2.0, 88.8,  2.0, 11.2,  2.0, 88.8,  2.0,Florida                                                               ,Flagler County                                                        
2022,        ,12,105,50,0,0,1,1,  107238,    4024,   23427,    2907,   83811,    4016, 21.8,  2.5, 78.2,  2.5,  7.6,  0.9, 27.3,  1.3,Florida                                                               ,Polk County                                                           
2022,        ,12,115,50,5,0,2,4,   57824,    1855,   11290,    1623,   46534,    2175, 19.5,  2.7, 80.5,  2.7, 10.3,  1.5, 42.3,  2.0,Florida                                                               ,Sarasota County                                                       
2022,        ,12,0,40,1,4,2,4,    7132,     569,    1739,     276,    5393,     527, 24.4,  3.6, 75.6,  3.6, 14.2,  2.3, 44.0,  4.3,Florida                                                               ,                                                                      
2022,        ,12,95,50,5,0,0,1,  248467,    6303,   63311,    5495,  185156,    7046, 25.5,  2.1, 74.5,  2.1,  7.3,  0.6, 21.2,  0.8,Florida                                                               ,Orange County                                                         
2022,        ,12,0,40,1,5,1,0,  193303,       0,   21958,    2658,  171345,    2658, 11.4,  1.4, 88.6,  1.4, 11.4,  1.4, 88.6,  1.4,Florida                                                               ,                                                                      
2022,        ,12,117,50,5,0,1,2,   38916,    1810,   12537,    1804,   26379,    2108, 32.2,  4.4, 67.8,  4.4,  8.9,  1.3, 18.7,  1.5,Florida                                                               ,Seminole County                                                       
2022,        ,12,129,50,1,0,2,5,    4397,     256,     523,     110,    3874,     251, 11.9,  2.4, 88.1,  2.4,  5.4,  1.1, 39.7,  2.6,Florida                                                               ,Wakulla County                                                        
2022,        ,12,61,50,4,0,0,0,   25789,       0,    2105,     501,   23684,     501,  8.2,  1.9, 91.8,  1.9,  8.2,  1.9, 91.8,  1.9,Florida                                                               ,Indian River County                                                   
2022,        ,12,29,50,0,0,1,3,    1781,     155,     302,      74,    1479,     144, 17.0,  3.9, 83.0,  3.9,  5.4,  1.3, 26.4,  2.6,Florida                                                               ,Dixie County                                                          
2022,        ,12,27,50,1,0,1,0,   10133,       0,    3143,     493,    6990,     493, 31.0,  4.9, 69.0,  4.9, 31.0,  4.9, 69.0,  4.9,Florida                                                               ,DeSoto County                                                         
2022,        ,12,43,50,0,0,1,0,    3785,       0,    1079,     142,    2706,     142, 28.5,  3.8, 71.5,  3.8, 28.5,  3.8, 71.5,  3.8,Florida                                                               ,Glades County                                                         
2022,        ,12,31,50,5,0,1,4,  162508,    3616,   37151,    3910,  125357,    4770, 22.9,  2.4, 77.1,  2.4, 13.0,  1.4, 44.0,  1.7,Florida                                                               ,Duval County                                                          
2022,        ,12,87,50,0,0,0,2,   20087,     633,    5179,     620,   14908,     745, 25.8,  3.0, 74.2,  3.0,  8.4,  1.0, 24.3,  1.2,Florida                                                               ,Monroe County                                                         
2022,        ,12,0,40,3,0,1,0, 2117571,       0,  276185,   12299, 1841386,   12299, 13.0,  0.6, 87.0,  0.6, 13.0,  0.6, 87.0,  0.6,Florida                                                               ,                                                                      
2022,        ,12,99,50,1,0,0,2,  272650,    5981,   88458,    5875,  184192,    6714, 32.4,  2.0, 67.6,  2.0, 10.5,  0.7, 22.0,  0.8,Florida                                                               ,Palm Beach County                                                     
2022,        ,12,15,50,1,0,1,5,   19951,    1058,    4474,     691,   15477,    1062, 22.4,  3.3, 77.6,  3.3,  9.6,  1.5, 33.3,  2.3,Florida                                                               ,Charlotte County                                                      
2022,        ,12,65,50,1,0,2,2,    1622,      97,     329,      78,    1293,     106, 20.3,  4.6, 79.7,  4.6,  8.6,  2.0, 33.6,  2.8,Florida                                                               ,Jefferson County                                                      
2022,        ,12,113,50,0,0,0,4,   91672,    1937,   12020,    1349,   79652,    2140, 13.1,  1.4, 86.9,  1.4,  7.4,  0.8, 49.1,  1.3,Florida                                                               ,Santa Rosa County                                                     
2022,        ,12,67,50,0,0,0,5,    2651,      99,     483,      61,    2168,     101, 18.2,  2.2, 81.8,  2.2,  8.9,  1.1, 40.0,  1.9,Florida                                                               ,Lafayette County                                                      
2022,        ,12,99,50,4,0,0,2,  129391,    3871,   14976,    2836,  114415,    4233, 11.6,  2.1, 88.4,  2.1,  5.1,  1.0, 39.2,  1.5,Florida                                                               ,Palm Beach County                                                     
2022,        ,12,117,50,1,0,1,3,   18051,    1452,    6397,    1078,   11654,    1317, 35.4,  5.2, 64.6,  5.2,  4.3,  0.7,  7.8,  0.9,Florida                                                               ,Seminole County                                                       
2022,        ,12,57,50,4,0,0,3,   88302,    3852,    6460,    1594,   81842,    3834,  7.3,  1.8, 92.7,  1.8,  1.9,  0.5, 24.4,  1.1,Florida                                                               ,Hillsborough County                                                   
2022,        ,12,33,50,1,0,1,5,   40208,    1307,    8186,    1071,   32022,    1487, 20.4,  2.6, 79.6,  2.6,  9.1,  1.2, 35.4,  1.6,Florida                                                               ,Escambia County                                                       
2022,        ,12,17,50,5,0,1,4,   24158,     905,    5314,     901,   18844,    1145, 22.0,  3.7, 78.0,  3.7, 14.5,  2.5, 51.4,  3.1,Florida                                                               ,Citrus County                                                         
2022,        ,12,0,40,3,3,1,4,  335429,    5973,   77615,    6501,  257814,    7798, 23.1,  1.9, 76.9,  1.9, 14.5,  1.2, 48.2,  1.5,Florida                                                               ,                                                                      
2022,        ,12,53,50,1,0,1,2,   21193,    1098,    5761,     974,   15432,    1197, 27.2,  4.3, 72.8,  4.3, 10.4,  1.8, 27.8,  2.2,Florida                                                               ,Hernando County                                                       
2022,        ,12,125,50,2,0,2,0,    1540,       0,     128,      36,    1412,      36,  8.3,  2.3, 91.7,  2.3,  8.3,  2.3, 91.7,  2.3,Florida                                                               ,Union County                                                          
2022,        ,12,0,40,2,3,0,3,  362513,    8896,  116479,    7805,  246034,    9374, 32.1,  2.0, 67.9,  2.0,  5.9,  0.4, 12.4,  0.5,Florida                                                               ,                                                                      
2022,        ,12,5,50,4,0,0,1,   16684,     766,    1366,     431,   15318,     803,  8.2,  2.5, 91.8,  2.5,  3.4,  1.1, 38.3,  2.0,Florida                                                               ,Bay County                                                            
2022,        ,12,127,50,1,0,1,1,   42463,    1925,   11725,    1702,   30738,    2152, 27.6,  3.8, 72.4,  3.8,  7.4,  1.1, 19.4,  1.4,Florida                                                               ,Volusia County                                                        
2022,        ,12,37,50,5,0,1,1,     916,      90,     312,      74,     604,      89, 34.1,  7.3, 65.9,  7.3, 10.6,  2.5, 20.5,  3.0,Florida                                                               ,Franklin County                                                       
2022,        ,12,101,50,2,0,2,3,   15898,    1560,    3062,     785,   12836,    1449, 19.3,  4.5, 80.7,  4.5,  3.0,  0.8, 12.8,  1.4,Florida                                                               ,Pasco County                                                          
2022,        ,12,0,40,0,4,0,2,   11902,     740,    3115,     340,    8787,     661, 26.2,  2.6, 73.8,  2.6, 10.0,  1.1, 28.1,  2.1,Florida                                                               ,                                                                      
2022,        ,12,125,50,5,0,0,1,    2135,     110,     410,      86,    1725,     119, 19.2,  3.9, 80.8,  3.9,  7.4,  1.5, 31.0,  2.1,Florida                                                               ,Union County                                                          
2022,        ,12,49,50,0,0,1,0,   10079,       0,    2041,     305,    8038,     305, 20.3,  3.0, 79.7,  3.0, 20.3,  3.0, 79.7,  3.0,Florida                                                               ,Hardee County                                                         
2022,        ,12,105,50,5,0,0,2,  178004,    5083,   47038,    4305,  130966,    5423, 26.4,  2.3, 73.6,  2.3, 11.2,  1.0, 31.1,  1.3,Florida                                                               ,Polk County                                                           
2022,        ,12,47,50,5,0,2,0,    3005,       0,     460,      98,    2545,      98, 15.3,  3.3, 84.7,  3.3, 15.3,  3.3, 84.7,  3.3,Florida                                                               ,Hamilton County                                                       
2022,        ,12,86,50,3,0,0,1,  161016,    5471,   38632,    4258,  122384,    5761, 24.0,  2.5, 76.0,  2.5,  7.1,  0.8, 22.6,  1.1,Florida                                                               ,Miami-Dade County                                                     
2022,        ,12,27,50,0,0,0,2,   14639,     376,    3867,     491,   10772,     534, 26.4,  3.2, 73.6,  3.2, 16.0,  2.0, 44.5,  2.2,Florida                                                               ,DeSoto County                                                         
2022,        ,12,101,50,2,0,0,0,  198178,       0,   22842,    2608,  175336,    2608, 11.5,  1.3, 88.5,  1.3, 11.5,  1.3, 88.5,  1.3,Florida                                                               ,Pasco County                                                          
2022,        ,12,95,50,2,0,1,2,   72190,    3018,   15903,    2452,   56287,    3395, 22.0,  3.3, 78.0,  3.3,  7.0,  1.1, 24.9,  1.5,Florida                                                               ,Orange County                                                         
2022,        ,12,15,50,3,0,0,3,    6871,     715,    1796,     463,    5075,     682, 26.1,  6.2, 73.9,  6.2,  3.9,  1.0, 11.0,  1.5,Florida                                                               ,Charlotte County                                                      
2022,        ,12,59,50,2,0,1,5,    1341,     100,     251,      59,    1090,     101, 18.7,  4.2, 81.3,  4.2,  8.6,  2.0, 37.2,  3.4,Florida                                                               ,Holmes County                                                         
2022,        ,12,73,50,2,0,2,4,   20304,     774,    2747,     621,   17557,     920, 13.5,  3.0, 86.5,  3.0,  7.0,  1.6, 44.8,  2.3,Florida                                                               ,Leon County                                                           
2022,        ,12,0,40,3,3,2,2,  227282,    5674,   50417,    5149,  176865,    6675, 22.2,  2.2, 77.8,  2.2,  9.0,  0.9, 31.5,  1.2,Florida                                                               ,                                                                      
2022,        ,12,71,50,4,0,0,5,   71069,    2515,    7887,    1422,   63182,    2624, 11.1,  2.0, 88.9,  2.0,  5.5,  1.0, 43.8,  1.8,Florida                                                               ,Lee County                                                            
2022,        ,12,111,50,5,0,2,3,   19679,    1699,    4966,    1034,   14713,    1549, 25.2,  4.7, 74.8,  4.7,  5.2,  1.1, 15.4,  1.6,Florida                                                               ,St. Lucie County                                                      
