year,version,statefips,countyfips,geocat,agecat,racecat,sexcat,iprcat,NIPR,nipr_moe,NUI,nui_moe,NIC,nic_moe,PCTUI,pctui_moe,PCTIC,pctic_moe,PCTELIG,pctelig_moe,PCTLIIC,pctliic_moe,state_name,county_name
2019,        ,12,111,50,5,0,2,1,   30065,    1592,    9851,    1531,   20214,    1761, 32.8,  4.7, 67.2,  4.7, 11.1,  1.7, 22.8,  2.0,Florida                                                               ,St. Lucie County                             
2019,        ,12,89,50,4,0,0,3,    3174,     320,     333,     107,    2841,     303, 10.5,  3.2, 89.5,  3.2,  1.8,  0.6, 15.4,  1.6,Florida                                                               ,Nassau County                                
2019,        ,12,63,50,1,0,1,4,    7937,     210,    1775,     269,    6162,     313, 22.4,  3.3, 77.6,  3.3, 16.3,  2.5, 56.6,  2.9,Florida                                                               ,Jackson County                               
2019,        ,12,71,50,2,0,2,4,   69451,    2393,   16576,    2216,   52875,    2854, 23.9,  3.1, 76.1,  3.1, 13.5,  1.8, 43.1,  2.3,Florida                                                               ,Lee County                                   
2019,        ,12,87,50,0,0,2,4,   16006,     466,    4319,     564,   11687,     635, 27.0,  3.4, 73.0,  3.4, 15.9,  2.1, 43.1,  2.3,Florida                                                               ,Monroe County                                
2019,        ,12,35,50,1,0,0,3,   10244,     663,    3414,     487,    6830,     601, 33.3,  4.1, 66.7,  4.1,  5.7,  0.8, 11.4,  1.0,Florida                                                               ,Flagler County                               
2019,        ,12,53,50,5,0,0,0,   98774,       0,   18300,    1733,   80474,    1733, 18.5,  1.8, 81.5,  1.8, 18.5,  1.8, 81.5,  1.8,Florida                                                               ,Hernando County                              
2019,        ,12,3,50,3,0,0,5,    1940,     159,     242,      57,    1698,     152, 12.5,  2.8, 87.5,  2.8,  4.8,  1.1, 33.8,  3.0,Florida                                                               ,Baker County                                 
2019,        ,12,43,50,5,0,1,1,    1020,      86,     464,      84,     556,      85, 45.5,  7.1, 54.5,  7.1, 14.8,  2.7, 17.7,  2.7,Florida                                                               ,Glades County                                
2019,        ,12,0,40,1,2,0,3,  520226,   11469,  159174,    9280,  361052,   11527, 30.6,  1.6, 69.4,  1.6,  8.0,  0.5, 18.1,  0.6,Florida                                                               ,                                             
2019,        ,12,91,50,4,0,0,0,   48228,       0,    3577,     752,   44651,     752,  7.4,  1.6, 92.6,  1.6,  7.4,  1.6, 92.6,  1.6,Florida                                                               ,Okaloosa County                              
2019,        ,12,33,50,3,0,0,3,   10124,     985,    2159,     535,    7965,     882, 21.3,  4.7, 78.7,  4.7,  3.6,  0.9, 13.2,  1.5,Florida                                                               ,Escambia County                              
2019,        ,12,61,50,1,0,0,5,   34953,     980,    9158,     822,   25795,    1078, 26.2,  2.2, 73.8,  2.2, 11.4,  1.0, 32.1,  1.3,Florida                                                               ,Indian River County                          
2019,        ,12,79,50,3,0,0,2,    1673,      97,     322,      86,    1351,     108, 19.2,  4.9, 80.8,  4.9,  9.1,  2.4, 38.3,  3.1,Florida                                                               ,Madison County                               
2019,        ,12,125,50,3,0,2,4,     580,      47,      74,      26,     506,      47, 12.8,  4.3, 87.2,  4.3,  8.2,  2.9, 56.0,  5.2,Florida                                                               ,Union County                                 
2019,        ,12,13,50,2,0,2,5,    1044,      80,     159,      35,     885,      78, 15.2,  3.2, 84.8,  3.2,  7.6,  1.7, 42.2,  3.7,Florida                                                               ,Calhoun County                               
2019,        ,12,63,50,1,0,1,0,   10889,       0,    2119,     306,    8770,     306, 19.5,  2.8, 80.5,  2.8, 19.5,  2.8, 80.5,  2.8,Florida                                                               ,Jackson County                               
2019,        ,12,81,50,5,0,2,1,   29814,    1500,    9711,    1466,   20103,    1658, 32.6,  4.6, 67.4,  4.6,  9.1,  1.4, 18.8,  1.6,Florida                                                               ,Manatee County                               
2019,        ,12,61,50,1,0,0,2,   30086,     940,   10428,    1079,   19658,    1159, 34.7,  3.4, 65.3,  3.4, 13.0,  1.3, 24.5,  1.4,Florida                                                               ,Indian River County                          
2019,        ,12,81,50,3,0,0,1,   18714,    1106,    5704,    1053,   13010,    1212, 30.5,  5.2, 69.5,  5.2,  6.8,  1.2, 15.4,  1.4,Florida                                                               ,Manatee County                               
2019,        ,12,41,50,3,0,2,4,    1252,      88,     203,      70,    1049,      99, 16.2,  5.4, 83.8,  5.4, 10.4,  3.6, 53.7,  5.1,Florida                                                               ,Gilchrist County                             
2019,        ,12,17,50,3,0,2,3,    3893,     396,     873,     310,    3020,     407, 22.4,  7.4, 77.6,  7.4,  4.9,  1.8, 17.1,  2.3,Florida                                                               ,Citrus County                                
2019,        ,12,107,50,5,0,0,3,   11721,     536,    3584,     502,    8137,     577, 30.6,  4.0, 69.4,  4.0,  9.5,  1.3, 21.6,  1.5,Florida                                                               ,Putnam County                                
2019,        ,12,77,50,1,0,1,0,    1871,       0,     364,      60,    1507,      60, 19.5,  3.2, 80.5,  3.2, 19.5,  3.2, 80.5,  3.2,Florida                                                               ,Liberty County                               
2019,        ,12,69,50,1,0,1,0,   94805,       0,   20185,    2324,   74620,    2324, 21.3,  2.5, 78.7,  2.5, 21.3,  2.5, 78.7,  2.5,Florida                                                               ,Lake County                                  
2019,        ,12,63,50,0,0,1,1,    6495,     265,    1210,     211,    5285,     291, 18.6,  3.1, 81.4,  3.1,  7.9,  1.4, 34.7,  1.9,Florida                                                               ,Jackson County                               
2019,        ,12,53,50,5,0,1,2,   19387,     938,    5828,     905,   13559,    1047, 30.1,  4.4, 69.9,  4.4, 12.2,  1.9, 28.5,  2.2,Florida                                                               ,Hernando County                              
2019,        ,12,117,50,5,0,0,0,  282450,       0,   37439,    3297,  245011,    3297, 13.3,  1.2, 86.7,  1.2, 13.3,  1.2, 86.7,  1.2,Florida                                                               ,Seminole County                              
2019,        ,12,73,50,0,0,0,0,  238922,       0,   28530,    2578,  210392,    2578, 11.9,  1.1, 88.1,  1.1, 11.9,  1.1, 88.1,  1.1,Florida                                                               ,Leon County                                  
2019,        ,12,117,50,5,0,0,3,   38033,    1946,   10807,    1407,   27226,    1885, 28.4,  3.4, 71.6,  3.4,  3.8,  0.5,  9.6,  0.7,Florida                                                               ,Seminole County                              
2019,        ,12,83,50,2,0,0,2,   45236,    1545,   11332,    1533,   33904,    1865, 25.1,  3.3, 74.9,  3.3, 10.7,  1.5, 32.1,  1.8,Florida                                                               ,Marion County                                
2019,        ,12,37,50,0,0,0,1,    3047,     119,     628,      86,    2419,     119, 20.6,  2.6, 79.4,  2.6,  8.5,  1.2, 32.6,  1.6,Florida                                                               ,Franklin County                              
2019,        ,12,81,50,2,0,2,3,    9688,     797,    3274,     688,    6414,     787, 33.8,  6.3, 66.2,  6.3,  4.9,  1.0,  9.5,  1.2,Florida                                                               ,Manatee County                               
2019,        ,12,115,50,5,0,0,1,   44430,    1496,   15435,    1545,   28995,    1724, 34.7,  3.2, 65.3,  3.2,  7.7,  0.8, 14.6,  0.9,Florida                                                               ,Sarasota County                              
2019,        ,12,69,50,2,0,1,4,   30189,    1547,    7256,    1236,   22933,    1662, 24.0,  3.9, 76.0,  3.9, 13.6,  2.3, 42.9,  3.1,Florida                                                               ,Lake County                                  
2019,        ,12,59,50,5,0,2,5,    2256,     136,     425,      72,    1831,     131, 18.8,  3.0, 81.2,  3.0,  8.7,  1.5, 37.7,  2.7,Florida                                                               ,Holmes County                                
2019,        ,12,0,40,3,3,0,2,  417648,    8081,  126444,    7675,  291204,    9074, 30.3,  1.7, 69.7,  1.7, 13.0,  0.8, 29.9,  0.9,Florida                                                               ,                                             
2019,        ,12,55,50,3,0,0,1,    7618,     420,    2135,     473,    5483,     525, 28.0,  5.9, 72.0,  5.9, 11.1,  2.5, 28.6,  2.7,Florida                                                               ,Highlands County                             
2019,        ,12,123,50,1,0,0,3,    2627,     189,     618,     112,    2009,     169, 23.5,  3.8, 76.5,  3.8,  5.9,  1.1, 19.2,  1.6,Florida                                                               ,Taylor County                                
2019,        ,12,113,50,3,0,2,1,    4268,     676,    1086,     398,    3182,     593, 25.4,  8.1, 74.6,  8.1,  5.6,  2.1, 16.4,  3.1,Florida                                                               ,Santa Rosa County                            
2019,        ,12,41,50,0,0,0,5,    6943,     212,    1196,     119,    5747,     213, 17.2,  1.7, 82.8,  1.7,  8.8,  0.9, 42.2,  1.6,Florida                                                               ,Gilchrist County                             
2019,        ,12,103,50,5,0,0,1,  139852,    3454,   43437,    3545,   96415,    4071, 31.1,  2.4, 68.9,  2.4,  8.0,  0.7, 17.8,  0.8,Florida                                                               ,Pinellas County                              
2019,        ,12,0,40,1,2,0,1,  814558,   12446,  232146,   11143,  582412,   13525, 28.5,  1.3, 71.5,  1.3, 11.6,  0.6, 29.2,  0.7,Florida                                                               ,                                             
2019,        ,12,0,40,5,2,2,4,  771333,    8518,  162218,    9947,  609115,   11700, 21.0,  1.3, 79.0,  1.3, 16.2,  1.0, 60.8,  1.2,Florida                                                               ,                                             
2019,        ,12,103,50,4,0,0,0,  161599,       0,   11313,    1946,  150286,    1946,  7.0,  1.2, 93.0,  1.2,  7.0,  1.2, 93.0,  1.2,Florida                                                               ,Pinellas County                              
2019,        ,12,35,50,2,0,2,0,   20138,       0,    3217,     646,   16921,     646, 16.0,  3.2, 84.0,  3.2, 16.0,  3.2, 84.0,  3.2,Florida                                                               ,Flagler County                               
2019,        ,12,31,50,3,0,1,3,   12515,    1112,    3463,     891,    9052,    1119, 27.7,  6.5, 72.3,  6.5,  4.1,  1.1, 10.7,  1.3,Florida                                                               ,Duval County                                 
2019,        ,12,91,50,3,0,2,4,    9941,     581,    1626,     457,    8315,     670, 16.4,  4.5, 83.6,  4.5,  7.9,  2.2, 40.5,  3.3,Florida                                                               ,Okaloosa County                              
2019,        ,12,95,50,0,0,0,3,  258858,    6781,   61481,    4987,  197377,    6884, 23.8,  1.8, 76.2,  1.8,  5.2,  0.4, 16.6,  0.6,Florida                                                               ,Orange County                                
2019,        ,12,101,50,2,0,1,1,   21285,    1545,    7136,    1176,   14149,    1471, 33.5,  4.9, 66.5,  4.9,  8.2,  1.3, 16.2,  1.7,Florida                                                               ,Pasco County                                 
2019,        ,12,119,50,3,0,0,0,   21200,       0,    2380,     478,   18820,     478, 11.2,  2.3, 88.8,  2.3, 11.2,  2.3, 88.8,  2.3,Florida                                                               ,Sumter County                                
2019,        ,12,5,50,0,0,1,5,   32758,    1253,    6240,     793,   26518,    1266, 19.0,  2.3, 81.0,  2.3,  9.0,  1.1, 38.2,  1.8,Florida                                                               ,Bay County                                   
2019,        ,12,123,50,4,0,0,5,    2188,     123,     197,      47,    1991,     123,  9.0,  2.1, 91.0,  2.1,  4.6,  1.1, 46.1,  2.8,Florida                                                               ,Taylor County                                
2019,        ,12,55,50,3,0,1,0,    9077,       0,    2042,     511,    7035,     511, 22.5,  5.6, 77.5,  5.6, 22.5,  5.6, 77.5,  5.6,Florida                                                               ,Highlands County                             
2019,        ,12,51,50,0,0,2,1,    8677,     365,    2451,     390,    6226,     420, 28.2,  4.2, 71.8,  4.2, 14.9,  2.4, 37.8,  2.5,Florida                                                               ,Hendry County                                
2019,        ,12,23,50,0,0,0,1,   21547,     668,    3840,     484,   17707,     714, 17.8,  2.2, 82.2,  2.2,  7.3,  0.9, 33.7,  1.4,Florida                                                               ,Columbia County                              
2019,        ,12,71,50,1,0,0,1,  116201,    3162,   40163,    3283,   76038,    3676, 34.6,  2.6, 65.4,  2.6,  9.9,  0.8, 18.7,  0.9,Florida                                                               ,Lee County                                   
2019,        ,12,35,50,5,0,1,4,   15913,     644,    4079,     603,   11834,     755, 25.6,  3.6, 74.4,  3.6, 15.3,  2.3, 44.4,  2.8,Florida                                                               ,Flagler County                               
2019,        ,12,67,50,5,0,1,2,     883,      67,     294,      60,     589,      69, 33.3,  6.2, 66.7,  6.2, 15.5,  3.2, 31.0,  3.6,Florida                                                               ,Lafayette County                             
2019,        ,12,107,50,1,0,0,4,   31096,     467,    7877,     823,   23219,     884, 25.3,  2.6, 74.7,  2.6, 19.7,  2.1, 58.1,  2.2,Florida                                                               ,Putnam County                                
2019,        ,12,3,50,1,0,0,1,    4803,     231,     994,     160,    3809,     231, 20.7,  3.1, 79.3,  3.1,  6.4,  1.0, 24.5,  1.5,Florida                                                               ,Baker County                                 
2019,        ,12,71,50,2,0,2,5,   49143,    2099,    9824,    1245,   39319,    2147, 20.0,  2.5, 80.0,  2.5,  8.0,  1.0, 32.0,  1.7,Florida                                                               ,Lee County                                   
2019,        ,12,133,50,1,0,2,0,    6761,       0,    1262,     198,    5499,     198, 18.7,  2.9, 81.3,  2.9, 18.7,  2.9, 81.3,  2.9,Florida                                                               ,Washington County                            
2019,        ,12,5,50,5,0,2,3,    9879,     653,    2513,     526,    7366,     673, 25.4,  5.0, 74.6,  5.0,  5.0,  1.1, 14.7,  1.3,Florida                                                               ,Bay County                                   
2019,        ,12,7,50,1,0,1,3,    1423,     156,     353,      87,    1070,     131, 24.8,  5.1, 75.2,  5.1,  5.3,  1.3, 15.9,  2.0,Florida                                                               ,Bradford County                              
2019,        ,12,15,50,2,0,1,5,   10910,     629,    2390,     421,    8520,     649, 21.9,  3.7, 78.1,  3.7,  8.9,  1.6, 31.7,  2.4,Florida                                                               ,Charlotte County                             
2019,        ,12,85,50,5,0,0,5,   30307,     846,    7508,     732,   22799,     973, 24.8,  2.3, 75.2,  2.3,  9.7,  0.9, 29.4,  1.3,Florida                                                               ,Martin County                                
2019,        ,12,61,50,0,0,1,3,    9256,     579,    2865,     426,    6391,     539, 31.0,  4.1, 69.0,  4.1,  5.6,  0.8, 12.5,  1.1,Florida                                                               ,Indian River County                          
2019,        ,12,27,50,3,0,1,4,    2333,     112,     687,     195,    1646,     201, 29.4,  8.1, 70.6,  8.1, 22.3,  6.3, 53.5,  6.5,Florida                                                               ,DeSoto County                                
2019,        ,12,5,50,5,0,1,4,   30186,    1059,    7802,    1124,   22384,    1348, 25.8,  3.6, 74.2,  3.6, 15.9,  2.3, 45.7,  2.8,Florida                                                               ,Bay County                                   
2019,        ,12,71,50,5,0,1,2,   66807,    2289,   24915,    2728,   41892,    2962, 37.3,  3.9, 62.7,  3.9, 13.2,  1.4, 22.3,  1.6,Florida                                                               ,Lee County                                   
2019,        ,12,39,50,1,0,1,2,    5669,     259,    1646,     277,    4023,     313, 29.0,  4.6, 71.0,  4.6, 13.8,  2.3, 33.7,  2.6,Florida                                                               ,Gadsden County                               
2019,        ,12,105,50,2,0,1,2,   38526,    1876,   10485,    1641,   28041,    2062, 27.2,  4.0, 72.8,  4.0, 10.2,  1.6, 27.3,  2.0,Florida                                                               ,Polk County                                  
2019,        ,12,129,50,4,0,0,5,    4091,     205,     293,      69,    3798,     205,  7.2,  1.7, 92.8,  1.7,  4.0,  0.9, 52.1,  2.8,Florida                                                               ,Wakulla County                               
2019,        ,12,39,50,2,0,2,2,    3636,     189,     738,     182,    2898,     229, 20.3,  4.9, 79.7,  4.9,  9.8,  2.4, 38.6,  3.0,Florida                                                               ,Gadsden County                               
2019,        ,12,119,50,0,0,1,4,   12654,     499,    2404,     348,   10250,     506, 19.0,  2.6, 81.0,  2.6, 11.0,  1.6, 46.8,  2.3,Florida                                                               ,Sumter County                                
2019,        ,12,29,50,3,0,2,4,    1334,      58,     224,      78,    1110,      90, 16.8,  5.8, 83.2,  5.8, 12.9,  4.5, 63.8,  5.2,Florida                                                               ,Dixie County                                 
2019,        ,12,15,50,3,0,2,5,    9677,     818,    1828,     423,    7849,     813, 18.9,  4.2, 81.1,  4.2,  7.8,  1.8, 33.6,  3.5,Florida                                                               ,Charlotte County                             
2019,        ,12,125,50,1,0,0,2,    2620,      96,     557,      85,    2063,     109, 21.3,  3.1, 78.7,  3.1, 10.2,  1.6, 37.7,  2.0,Florida                                                               ,Union County                                 
2019,        ,12,63,50,5,0,2,1,    4496,     232,     884,     191,    3612,     254, 19.7,  4.1, 80.3,  4.1,  8.1,  1.8, 33.1,  2.3,Florida                                                               ,Jackson County                               
2019,        ,12,1,50,2,0,0,0,   68071,       0,    7702,     995,   60369,     995, 11.3,  1.5, 88.7,  1.5, 11.3,  1.5, 88.7,  1.5,Florida                                                               ,Alachua County                               
2019,        ,12,115,50,0,0,0,0,  269618,       0,   43250,    3177,  226368,    3177, 16.0,  1.2, 84.0,  1.2, 16.0,  1.2, 84.0,  1.2,Florida                                                               ,Sarasota County                              
2019,        ,12,109,50,5,0,1,3,    6002,     648,    2007,     430,    3995,     562, 33.4,  6.1, 66.6,  6.1,  2.9,  0.6,  5.7,  0.8,Florida                                                               ,St. Johns County                             
2019,        ,12,43,50,2,0,0,3,     766,      75,     311,      64,     455,      69, 40.6,  7.1, 59.4,  7.1,  8.2,  1.7, 12.0,  1.8,Florida                                                               ,Glades County                                
2019,        ,12,69,50,2,0,2,3,    9847,    1019,    2674,     647,    7173,     923, 27.2,  5.8, 72.8,  5.8,  4.5,  1.1, 12.1,  1.6,Florida                                                               ,Lake County                                  
2019,        ,12,37,50,2,0,2,4,    1123,      58,     221,      54,     902,      70, 19.7,  4.7, 80.3,  4.7, 12.4,  3.0, 50.6,  3.9,Florida                                                               ,Franklin County                              
2019,        ,12,83,50,3,0,1,5,   14220,     959,    2931,     602,   11289,     987, 20.6,  4.1, 79.4,  4.1,  9.1,  1.9, 35.1,  3.1,Florida                                                               ,Marion County                                
2019,        ,12,23,50,2,0,2,4,    7212,     262,    1223,     278,    5989,     341, 17.0,  3.8, 83.0,  3.8, 11.2,  2.5, 54.7,  3.1,Florida                                                               ,Columbia County                              
2019,        ,12,109,50,1,0,0,2,   33353,    1208,    9353,    1089,   24000,    1339, 28.0,  3.1, 72.0,  3.1,  6.1,  0.7, 15.8,  0.9,Florida                                                               ,St. Johns County                             
2019,        ,12,125,50,2,0,0,3,     567,      50,     120,      27,     447,      46, 21.2,  4.3, 78.8,  4.3,  4.3,  1.0, 16.0,  1.6,Florida                                                               ,Union County                                 
2019,        ,12,91,50,0,0,0,4,  107147,    1670,   20322,    1874,   86825,    2295, 19.0,  1.7, 81.0,  1.7, 11.8,  1.1, 50.5,  1.3,Florida                                                               ,Okaloosa County                              
2019,        ,12,91,50,5,0,2,2,   21761,     961,    5471,     991,   16290,    1176, 25.1,  4.4, 74.9,  4.4,  9.2,  1.7, 27.5,  2.0,Florida                                                               ,Okaloosa County                              
